shipment_id,order_id,carrier,tracking_number,ship_date,delivery_date,status,shipping_address,city,state,zip
SHP-003867,ORD-004159,FedEx,9400259517074,2022-12-27,2023-01-01,returned,8289 Main Ave,Seattle,IN,55632
SHP-003868,ORD-004160,DHL,792972416470,2024-10-30,2024-11-02,in_transit,5839 Elm Ln,Philadelphia,LA,52676
SHP-003869,ORD-004161,USPS,LD833224312,2025-05-01,2025-05-13,in_transit,7719 Pine St,Chicago,GA,13314
SHP-003870,ORD-004162,Amazon Logistics,LD249130885,2023-12-24,2024-01-06,delivered,502 Pine Ave,Chicago,MA,55061
SHP-003871,ORD-004163,UPS,,2023-07-19,2023-08-02,delivered,1575 Maple Blvd,San Antonio,IA,21313
SHP-003872,ORD-004164,UPS,9400415413482,2023-05-11,2023-05-21,delivered,4810 Cedar Dr,San Jose,NJ,52251
SHP-003873,ORD-004165,UPS,792843911911,2022-02-13,2022-02-22,in_transit,2672 Oak St,Philadelphia,NE,43291
SHP-003874,ORD-004166,DHL,9400900488863,2023-01-13,2023-01-22,in_transit,7172 Pine St,Phoenix,IL,16613
SHP-003875,ORD-004167,Amazon Logistics,9400944498037,2024-10-14,2024-10-26,delivered,1257 Elm Dr,San Francisco,MO,94356
SHP-003876,ORD-004168,Amazon Logistics,9400292510334,2022-02-28,2022-03-04,delivered,3792 Pine St,Austin,KS,24121
SHP-003877,ORD-004169,FedEx,LD669392280,2023-01-19,2023-01-23,in_transit,9922 Maple Blvd,Phoenix,KS,12843
SHP-003878,ORD-004170,FedEx,9400747632208,2022-01-10,2022-01-11,returned,7024 Elm Ave,Fort Worth,NJ,54668
SHP-003879,ORD-004171,FedEx,792568840364,2023-05-13,2023-05-21,delivered,1306 Pine Dr,Dallas,CA,28020
SHP-003880,ORD-004172,USPS,1Z890856391,2024-06-10,,out_for_delivery,5839 Oak St,New York,FL,64060
SHP-003881,ORD-004173,DHL,LD510040259,2025-04-20,2025-04-23,returned,9492 Main Dr,Denver,KS,47492
SHP-003882,ORD-004174,DHL,LD975506322,2024-03-31,2024-04-09,delivered,4729 Cedar Ave,Phoenix,AL,22270
SHP-003883,ORD-004175,Amazon Logistics,792917612283,2025-04-01,2025-04-07,delivered,1538 Main Ln,San Jose,IN,33648
SHP-003884,ORD-004176,UPS,1Z590504971,2023-04-07,,delivered,2633 Oak Blvd,San Diego,AZ,79055
SHP-003885,ORD-004177,USPS,9400384199748,2024-10-12,2024-10-20,returned,7971 Oak Dr,Indianapolis,MI,73125
SHP-003886,ORD-004178,UPS,9400679372409,2022-04-18,2022-04-30,returned,6656 Oak St,Los Angeles,DE,71088
SHP-003887,ORD-004179,FedEx,792778778579,2025-03-04,2025-03-12,delivered,7332 Main Blvd,San Antonio,KY,92700
SHP-003888,ORD-004180,FedEx,,2023-11-01,2023-11-11,delivered,3076 Cedar Blvd,Washington,AL,65110
SHP-003889,ORD-004181,FedEx,792987241604,2023-03-20,2023-04-02,in_transit,6256 Pine Dr,Fort Worth,HI,52334
SHP-003890,ORD-004182,FedEx,9400146024391,2024-10-19,2024-11-02,delivered,8927 Elm Dr,Los Angeles,GA,94424
SHP-003891,ORD-004183,FedEx,LD671819254,2022-07-04,,delivered,8093 Maple Blvd,Chicago,AZ,34769
SHP-003892,ORD-004184,Amazon Logistics,LD317307219,2022-02-26,2022-03-06,delivered,7864 Oak Ln,Washington,MT,84345
SHP-003893,ORD-004185,FedEx,792385581867,2023-07-05,2023-07-11,returned,6729 Main Ave,Phoenix,AK,50379
SHP-003894,ORD-004186,USPS,9400162380410,2023-06-26,2023-06-30,returned,6999 Cedar Ave,Philadelphia,MT,11332
SHP-003895,ORD-004188,UPS,9400275703612,2022-08-14,,delivered,2864 Pine St,Chicago,AL,78517
SHP-003896,ORD-004189,FedEx,LD549063593,2024-12-25,,delivered,1469 Elm Dr,San Jose,AK,49064
SHP-003897,ORD-004190,DHL,9400385800003,2024-02-06,,out_for_delivery,2753 Cedar Blvd,New York,MI,51929
SHP-003898,ORD-004193,USPS,1Z339658385,2024-03-20,2024-04-03,returned,3560 Pine Ln,Austin,AR,39304
SHP-003899,ORD-004194,FedEx,792824872257,2022-05-02,2022-05-11,delivered,9219 Cedar Ln,Houston,MI,23346
SHP-003900,ORD-004195,FedEx,1Z943037949,2023-09-05,2023-09-16,delivered,1169 Pine Dr,Columbus,MD,90160
SHP-003901,ORD-004196,DHL,,2022-07-25,2022-08-04,returned,6804 Cedar Dr,Los Angeles,GA,31423
SHP-003902,ORD-004197,FedEx,LD788882374,2023-09-03,,out_for_delivery,9507 Cedar Ln,Indianapolis,GA,71527
SHP-003903,ORD-004198,UPS,LD409157836,2022-05-12,2022-05-26,returned,2560 Elm Blvd,New York,IL,20712
SHP-003904,ORD-004199,FedEx,1Z255962748,2022-04-16,2022-04-25,delivered,2063 Main Dr,Seattle,IA,90443
SHP-003905,ORD-004200,Amazon Logistics,1Z534081750,2025-03-27,2025-03-28,delivered,3123 Cedar Ave,Austin,NH,95870
SHP-003906,ORD-004201,FedEx,,2022-08-02,2022-08-15,in_transit,5109 Maple Ln,Washington,AZ,75206
SHP-003907,ORD-004202,FedEx,792343158075,2025-02-04,2025-02-10,in_transit,8100 Main Blvd,San Diego,MS,21244
SHP-003908,ORD-004203,UPS,,2024-10-03,,delivered,3119 Cedar St,Indianapolis,NJ,87206
SHP-003909,ORD-004204,Amazon Logistics,792138071438,2024-04-06,2024-04-10,in_transit,6492 Oak St,San Francisco,NJ,82959
SHP-003910,ORD-004205,UPS,1Z934421195,2023-01-21,2023-01-30,delivered,9953 Main Ln,Dallas,MA,95674
SHP-003911,ORD-004206,FedEx,LD144248875,2023-11-14,2023-11-24,out_for_delivery,9814 Pine Ave,Fort Worth,ME,27590
SHP-003912,ORD-004207,FedEx,9400930489921,2022-11-11,2022-11-19,in_transit,8380 Main St,Phoenix,MA,32357
SHP-003913,ORD-004208,FedEx,9400479521050,2025-01-03,2025-01-12,delivered,4712 Elm Ave,San Francisco,MA,57741
SHP-003914,ORD-004209,Amazon Logistics,LD478866372,2024-07-11,,in_transit,4695 Main Ln,New York,CA,21465
SHP-003915,ORD-004210,UPS,9400557248696,2025-03-14,2025-03-18,in_transit,2202 Maple Blvd,Houston,CO,22157
SHP-003916,ORD-004211,FedEx,LD539382557,2022-05-11,2022-05-24,returned,7800 Elm St,Indianapolis,NE,76851
SHP-003917,ORD-004212,USPS,792589972746,2024-06-21,2024-06-27,in_transit,7245 Pine Ave,Los Angeles,LA,91673
SHP-003918,ORD-004213,Amazon Logistics,792631479857,2023-12-16,2023-12-22,returned,2760 Main Ln,Indianapolis,MT,74040
SHP-003919,ORD-004214,UPS,1Z712823099,2022-11-20,2022-12-04,in_transit,297 Pine Blvd,San Diego,KY,69705
SHP-003920,ORD-004215,USPS,,2024-10-26,2024-11-04,delivered,8470 Main St,Charlotte,NJ,50065
SHP-003921,ORD-004216,Amazon Logistics,,2024-05-31,2024-06-11,returned,611 Oak Ave,Washington,IA,45405
SHP-003922,ORD-004217,Amazon Logistics,LD590944611,2023-07-25,2023-08-08,in_transit,2394 Main Ave,San Francisco,LA,22967
SHP-003923,ORD-004218,Amazon Logistics,1Z228208193,2024-12-01,2024-12-11,out_for_delivery,6436 Elm Ln,Washington,FL,56178
SHP-003924,ORD-004219,UPS,9400212083875,2024-09-13,,delivered,8881 Cedar St,San Jose,MA,54444
SHP-003925,ORD-004220,DHL,792258748918,2022-05-06,2022-05-15,out_for_delivery,3758 Maple Ave,Philadelphia,CA,11867
SHP-003926,ORD-004221,USPS,1Z537433875,2025-02-21,2025-02-26,delivered,1505 Oak Ave,Chicago,MI,52868
SHP-003927,ORD-004222,USPS,792968962092,2022-07-30,2022-08-11,delivered,6831 Oak Ln,San Diego,NJ,10486
SHP-003928,ORD-004223,FedEx,9400170427453,2025-03-20,2025-04-01,returned,7850 Main Ln,Fort Worth,IL,42767
SHP-003929,ORD-004225,FedEx,792542822555,2022-12-07,,returned,7678 Cedar St,San Antonio,MA,27461
SHP-003930,ORD-004226,USPS,792662591025,2023-06-13,,delivered,2650 Elm Ln,Chicago,NV,84860
SHP-003931,ORD-004227,USPS,1Z562084900,2023-11-29,2023-12-09,out_for_delivery,7659 Cedar Ave,Chicago,MN,30789
SHP-003932,ORD-004228,DHL,,2024-01-17,2024-01-27,in_transit,6096 Maple Ave,San Francisco,MO,83715
SHP-003933,ORD-004229,USPS,LD814078482,2023-03-20,2023-04-01,delivered,3094 Maple St,Fort Worth,DE,69171
SHP-003934,ORD-004230,USPS,LD142484705,2023-03-30,2023-04-10,out_for_delivery,1004 Maple Dr,Charlotte,IN,72780
SHP-003935,ORD-004231,USPS,LD783286220,2024-09-16,,delivered,9942 Pine St,Columbus,MD,41649
SHP-003936,ORD-004232,FedEx,9400426140913,2023-04-03,2023-04-15,in_transit,8633 Oak Dr,Washington,ME,25222
SHP-003937,ORD-004234,UPS,LD315864267,2023-01-21,2023-01-25,in_transit,1228 Oak Ln,San Diego,CT,47273
SHP-003938,ORD-004235,USPS,1Z890783958,2024-07-16,2024-07-24,in_transit,4511 Cedar Blvd,Dallas,AZ,90509
SHP-003939,ORD-004236,UPS,1Z490428162,2022-05-06,,delivered,9005 Pine Ln,Columbus,LA,83301
SHP-003940,ORD-004238,FedEx,,2022-10-10,2022-10-12,delivered,1699 Elm St,Fort Worth,CT,23577
SHP-003941,ORD-004240,UPS,LD975790860,2024-06-24,2024-06-29,out_for_delivery,6212 Elm Dr,San Francisco,MA,64493
SHP-003942,ORD-004241,Amazon Logistics,792120734926,2023-11-16,,in_transit,9371 Cedar Dr,Philadelphia,ID,72074
SHP-003943,ORD-004242,Amazon Logistics,LD427619196,2023-04-03,2023-04-04,out_for_delivery,5643 Elm Dr,Chicago,IN,40980
SHP-003944,ORD-004243,UPS,LD513822691,2024-09-27,2024-09-28,delivered,6835 Elm Ave,San Diego,MT,89736
SHP-003945,ORD-004244,DHL,792293055666,2024-03-01,,delivered,6261 Main St,Indianapolis,NH,82523
SHP-003946,ORD-004245,FedEx,1Z760442314,2023-07-08,2023-07-11,in_transit,7675 Cedar Dr,Washington,MS,70933
SHP-003947,ORD-004246,DHL,792919223910,2025-02-19,2025-03-02,returned,9692 Elm Ln,San Jose,CT,28436
SHP-003948,ORD-004247,UPS,1Z352036329,2022-03-20,2022-03-24,delivered,8627 Pine St,Chicago,GA,88104
SHP-003949,ORD-004248,UPS,792860943708,2022-10-31,2022-11-07,out_for_delivery,8005 Main Ln,Indianapolis,MI,18464
SHP-003950,ORD-004249,DHL,9400192557833,2024-10-13,2024-10-24,delivered,877 Cedar Ln,San Francisco,AZ,95138
SHP-003951,ORD-004250,DHL,,2023-11-17,2023-11-20,delivered,7362 Maple Ln,San Jose,NE,36097
SHP-003952,ORD-004251,DHL,9400406824865,2022-06-04,2022-06-06,returned,2895 Maple Blvd,New York,MD,20288
SHP-003953,ORD-004252,Amazon Logistics,LD636700045,2024-12-12,2024-12-13,delivered,1403 Maple St,San Antonio,IL,46949
SHP-003954,ORD-004253,UPS,LD825010258,2023-02-28,2023-03-06,delivered,1142 Elm Ln,Philadelphia,MO,64684
SHP-003955,ORD-004255,DHL,792424146192,2024-10-14,,delivered,7574 Maple Ave,Columbus,AL,91170
SHP-003956,ORD-004256,DHL,9400563987592,2024-11-01,2024-11-08,out_for_delivery,9718 Main Blvd,Indianapolis,LA,85220
SHP-003957,ORD-004257,Amazon Logistics,,2024-08-20,2024-09-03,delivered,6050 Maple Blvd,Dallas,CA,29906
SHP-003958,ORD-004258,USPS,1Z671770246,2025-02-17,,delivered,9488 Main Blvd,San Antonio,MI,80405
SHP-003959,ORD-004259,USPS,9400144854237,2022-07-12,2022-07-22,delivered,7169 Oak Ave,Washington,AR,79413
SHP-003960,ORD-004260,Amazon Logistics,1Z286348072,2024-06-26,2024-06-30,delivered,3475 Main Ave,Washington,LA,91532
SHP-003961,ORD-004261,UPS,9400880071583,2024-10-03,2024-10-09,in_transit,5227 Maple Ave,Washington,MO,34999
SHP-003962,ORD-004262,FedEx,,2023-10-08,2023-10-11,delivered,9206 Cedar Ln,Denver,ME,81599
SHP-003963,ORD-004263,Amazon Logistics,9400221365496,2023-03-29,2023-04-08,out_for_delivery,7222 Elm Ave,Dallas,MD,12510
SHP-003964,ORD-004264,UPS,,2024-03-27,2024-03-31,returned,8744 Elm Blvd,Charlotte,MT,23005
SHP-003965,ORD-004266,Amazon Logistics,LD214841026,2022-12-17,2022-12-19,delivered,9229 Cedar Ln,San Francisco,MA,63655
SHP-003966,ORD-004267,UPS,,2025-03-09,2025-03-19,delivered,254 Maple Blvd,San Antonio,CT,63589
SHP-003967,ORD-004268,UPS,LD973258147,2024-03-05,,out_for_delivery,7109 Pine Ln,Washington,IN,53360
SHP-003968,ORD-004269,Amazon Logistics,1Z840210834,2022-11-22,2022-12-03,delivered,7766 Oak Dr,Columbus,CA,47417
SHP-003969,ORD-004270,DHL,1Z254157838,2023-12-23,2024-01-03,delivered,1849 Pine Ln,Houston,IL,63717
SHP-003970,ORD-004271,USPS,,2023-11-03,2023-11-08,out_for_delivery,8448 Elm Ave,San Antonio,NE,70926
SHP-003971,ORD-004272,UPS,9400906430644,2024-01-16,2024-01-25,delivered,157 Main Ave,Charlotte,KY,72927
SHP-003972,ORD-004273,USPS,792672290995,2024-06-29,2024-07-10,out_for_delivery,895 Pine Ave,Columbus,FL,55499
SHP-003973,ORD-004274,FedEx,LD584377220,2023-02-18,2023-02-20,delivered,1754 Cedar Blvd,Dallas,LA,52097
SHP-003974,ORD-004275,UPS,LD251498661,2024-02-29,2024-03-14,delivered,7388 Pine Ave,Fort Worth,IN,21753
SHP-003975,ORD-004276,DHL,792683127154,2025-04-23,,in_transit,7353 Main Blvd,Indianapolis,HI,92609
SHP-003976,ORD-004277,Amazon Logistics,1Z213292214,2022-10-22,2022-10-31,in_transit,4983 Main Dr,New York,AR,92841
SHP-003977,ORD-004278,UPS,9400455300627,2022-09-11,2022-09-22,returned,3066 Oak Blvd,Philadelphia,ID,52782
SHP-003978,ORD-004279,UPS,LD250845552,2024-01-30,2024-02-13,in_transit,6529 Elm Blvd,Indianapolis,DE,53083
SHP-003979,ORD-004280,FedEx,1Z910421791,2024-10-30,,delivered,3723 Pine Ave,San Diego,NV,22690
SHP-003980,ORD-004281,Amazon Logistics,LD632518475,2023-12-18,2023-12-26,delivered,7518 Pine Ln,San Antonio,IL,60190
SHP-003981,ORD-004282,FedEx,1Z736370625,2023-12-20,2023-12-29,delivered,3112 Main Blvd,Charlotte,GA,79943
SHP-003982,ORD-004283,DHL,9400481953675,2022-02-14,2022-02-23,out_for_delivery,1700 Main Ln,Charlotte,CA,83789
SHP-003983,ORD-004285,FedEx,792186784738,2023-06-13,2023-06-17,returned,7460 Main St,San Francisco,IA,43809
SHP-003984,ORD-004286,FedEx,9400159445716,2023-11-29,2023-12-06,returned,6211 Main Dr,Charlotte,ME,54383
SHP-003985,ORD-004287,USPS,1Z185079064,2024-08-22,,returned,9966 Pine Ave,Jacksonville,NV,88949
SHP-003986,ORD-004288,DHL,792571911620,2024-01-16,,delivered,128 Elm Blvd,Dallas,AZ,18144
SHP-003987,ORD-004289,USPS,792807286014,2022-02-11,2022-02-21,in_transit,8170 Main Dr,Jacksonville,NV,58301
SHP-003988,ORD-004290,DHL,LD100126357,2023-06-10,2023-06-24,returned,6826 Oak Dr,San Jose,CO,18475
SHP-003989,ORD-004291,UPS,792172174194,2022-02-21,2022-02-26,returned,3511 Main Blvd,Charlotte,DE,42859
SHP-003990,ORD-004292,UPS,LD446638934,2024-06-04,2024-06-05,delivered,5858 Maple Ave,San Jose,MT,29721
SHP-003991,ORD-004293,USPS,1Z292060097,2022-08-24,2022-09-04,delivered,6572 Pine Blvd,Indianapolis,HI,79908
SHP-003992,ORD-004294,USPS,,2023-02-24,2023-02-26,delivered,9499 Oak Blvd,Dallas,NV,33251
SHP-003993,ORD-004295,UPS,1Z191624358,2023-01-22,2023-02-04,in_transit,5440 Pine Dr,Houston,AR,20461
SHP-003994,ORD-004296,Amazon Logistics,1Z943220441,2022-03-10,2022-03-23,in_transit,126 Pine Ave,Houston,MD,22489
SHP-003995,ORD-004297,DHL,1Z119682747,2025-02-11,2025-02-18,delivered,2146 Maple Ave,Dallas,GA,90769
SHP-003996,ORD-004298,USPS,9400268458106,2025-01-20,2025-01-25,out_for_delivery,1601 Pine Blvd,Denver,IN,16845
SHP-003997,ORD-004299,UPS,LD623698108,2024-02-26,,delivered,5504 Elm St,Washington,IL,48416
SHP-003998,ORD-004300,UPS,792364748036,2024-01-01,2024-01-05,returned,8605 Pine Blvd,San Francisco,ID,35583
SHP-003999,ORD-004301,FedEx,1Z554287236,2022-06-12,2022-06-14,delivered,4978 Main Ln,San Francisco,FL,80009
SHP-004000,ORD-004302,UPS,,2025-04-02,2025-04-11,in_transit,6849 Main Blvd,San Antonio,NE,35211
SHP-004001,ORD-004303,Amazon Logistics,9400298858836,2022-08-11,2022-08-12,delivered,2357 Elm Blvd,Philadelphia,MD,62008
SHP-004002,ORD-004304,FedEx,9400117167918,2025-01-17,2025-01-22,delivered,6689 Pine St,Columbus,MN,30095
SHP-004003,ORD-004305,DHL,1Z391627446,2023-01-19,2023-01-30,returned,3469 Cedar Ln,Austin,MN,64467
SHP-004004,ORD-004306,DHL,1Z375165333,2022-02-05,2022-02-19,delivered,6068 Pine Ave,San Diego,NH,15114
SHP-004005,ORD-004307,UPS,792222060020,2024-06-02,2024-06-07,delivered,6739 Maple Ave,Charlotte,GA,83959
SHP-004006,ORD-004308,Amazon Logistics,9400589072893,2023-11-07,2023-11-15,delivered,1572 Oak Blvd,Philadelphia,IN,39790
SHP-004007,ORD-004310,DHL,9400657168373,2023-05-23,2023-05-27,delivered,5642 Elm Ln,Charlotte,MS,26658
SHP-004008,ORD-004311,DHL,LD269008361,2023-10-15,2023-10-18,delivered,4838 Cedar Ave,Indianapolis,KS,59399
SHP-004009,ORD-004312,USPS,LD777195776,2024-08-06,2024-08-18,returned,6133 Maple Ln,Jacksonville,IA,23430
SHP-004010,ORD-004313,UPS,9400111120446,2023-03-27,2023-04-03,delivered,7420 Maple Ln,New York,IN,36868
SHP-004011,ORD-004314,Amazon Logistics,9400842269064,2022-03-25,2022-04-02,in_transit,3367 Cedar Ave,San Jose,CA,86646
SHP-004012,ORD-004315,UPS,LD814857036,2022-02-14,2022-02-26,delivered,1760 Maple Dr,Jacksonville,IL,13049
SHP-004013,ORD-004316,USPS,792933306060,2025-01-30,2025-02-09,delivered,5008 Cedar St,San Diego,AR,34494
SHP-004014,ORD-004317,DHL,9400727148888,2022-01-20,2022-01-28,returned,4537 Oak Dr,Phoenix,NH,10962
SHP-004015,ORD-004318,UPS,LD455505178,2023-03-19,2023-03-26,returned,2529 Oak Blvd,Denver,NH,14097
SHP-004016,ORD-004319,Amazon Logistics,1Z989930623,2022-06-06,,delivered,6578 Maple Blvd,Houston,CA,23117
SHP-004017,ORD-004320,UPS,,2023-08-13,2023-08-26,returned,1589 Cedar Dr,Denver,NJ,75773
SHP-004018,ORD-004321,UPS,LD509091688,2023-04-19,2023-04-21,returned,2480 Oak Ln,San Diego,MO,95594
SHP-004019,ORD-004322,Amazon Logistics,9400806871050,2024-07-18,2024-07-31,returned,8011 Main Ave,Denver,IA,23377
SHP-004020,ORD-004323,Amazon Logistics,LD240467700,2024-04-09,2024-04-16,returned,6743 Main Ave,San Diego,CA,81717
SHP-004021,ORD-004324,DHL,1Z869904859,2023-09-07,2023-09-12,delivered,7370 Main Blvd,New York,NH,20274
SHP-004022,ORD-004325,USPS,9400689124964,2022-01-25,,returned,7362 Pine Dr,Los Angeles,AR,65393
SHP-004023,ORD-004326,USPS,,2024-04-07,2024-04-09,delivered,9846 Elm Blvd,San Antonio,KY,31227
SHP-004024,ORD-004327,Amazon Logistics,1Z299077830,2023-06-27,2023-07-03,returned,7605 Main Ln,Jacksonville,NV,69605
SHP-004025,ORD-004328,UPS,792477840754,2025-03-06,2025-03-14,delivered,4687 Main Blvd,Houston,ID,75163
SHP-004026,ORD-004329,UPS,9400670905428,2025-04-27,2025-05-02,delivered,6498 Elm Ave,San Jose,LA,69408
SHP-004027,ORD-004330,Amazon Logistics,792938667976,2024-12-11,2024-12-15,delivered,9110 Oak Ave,Chicago,KS,27253
SHP-004028,ORD-004331,Amazon Logistics,LD870743693,2023-06-08,,out_for_delivery,7769 Maple Ln,San Antonio,IL,82329
SHP-004029,ORD-004332,FedEx,792143323669,2023-04-26,,delivered,8477 Oak Blvd,New York,HI,58402
SHP-004030,ORD-004333,DHL,792596359046,2024-01-21,2024-01-25,delivered,2207 Cedar St,Los Angeles,ME,52347
SHP-004031,ORD-004334,UPS,,2024-03-30,2024-04-13,delivered,796 Pine Ave,New York,AK,94201
SHP-004032,ORD-004335,DHL,1Z276637389,2024-08-29,2024-09-04,in_transit,2612 Cedar Ln,Fort Worth,AK,51026
SHP-004033,ORD-004336,USPS,1Z581956546,2022-02-04,,delivered,2640 Maple Ln,Denver,AR,62073
SHP-004034,ORD-004337,FedEx,792196184868,2023-05-29,2023-06-03,out_for_delivery,9774 Main Ave,Jacksonville,KS,98619
SHP-004035,ORD-004338,Amazon Logistics,1Z924478404,2023-04-01,2023-03-27,in_transit,1334 Cedar St,Charlotte,NE,81378
SHP-004036,ORD-004340,UPS,792730638886,2023-10-16,2023-10-30,returned,5891 Elm St,Fort Worth,FL,94427
SHP-004037,ORD-004341,Amazon Logistics,792607750283,2023-09-12,2023-09-17,delivered,6564 Elm Blvd,Phoenix,KY,73027
SHP-004038,ORD-004342,USPS,792843478945,2022-04-18,2022-05-01,returned,889 Maple St,Phoenix,AK,49501
SHP-004039,ORD-004343,DHL,1Z600465287,2022-03-21,2022-03-31,delivered,2753 Cedar Ln,Columbus,CA,46322
SHP-004040,ORD-004344,USPS,792569052282,2022-11-23,2022-11-29,delivered,1278 Elm Dr,Los Angeles,NE,63418
SHP-004041,ORD-004345,FedEx,792307914912,2023-11-10,2023-11-16,in_transit,4522 Cedar St,Jacksonville,ME,93230
SHP-004042,ORD-004346,FedEx,9400638893673,2022-09-28,2022-10-05,in_transit,7271 Cedar Ave,Philadelphia,MT,41462
SHP-004043,ORD-004347,USPS,9400448661358,2023-05-12,2023-05-17,in_transit,3283 Elm Ave,Columbus,IA,33929
SHP-004044,ORD-004348,DHL,792429153296,2024-04-29,2024-05-09,out_for_delivery,7967 Oak St,Seattle,MN,79075
SHP-004045,ORD-004349,USPS,LD249305219,2024-02-05,2024-02-11,delivered,8459 Pine Dr,Houston,HI,64285
SHP-004046,ORD-004350,UPS,9400884954016,2024-09-15,2024-09-27,delivered,7688 Elm St,Washington,IL,20363
SHP-004047,ORD-004351,UPS,LD495260242,2025-01-04,2025-01-05,returned,6983 Pine St,Philadelphia,AL,62793
SHP-004048,ORD-004352,FedEx,,2024-02-13,2024-02-19,in_transit,5402 Oak Ln,San Antonio,AZ,87572
SHP-004049,ORD-004353,Amazon Logistics,9400703366484,2024-03-14,2024-03-22,delivered,3505 Main St,San Diego,MT,94569
SHP-004050,ORD-004354,DHL,792727665529,2025-04-21,2025-05-01,in_transit,2108 Oak St,Charlotte,NJ,68298
SHP-004051,ORD-004355,USPS,792478052381,2023-03-05,2023-03-13,delivered,752 Oak Ave,Columbus,IA,79929
SHP-004052,ORD-004356,UPS,792670116453,2024-10-03,,out_for_delivery,5028 Main Blvd,Indianapolis,CA,22454
SHP-004053,ORD-004357,UPS,9400253372004,2022-09-09,2022-09-18,in_transit,2359 Elm Ln,Charlotte,NJ,95488
SHP-004054,ORD-004358,UPS,792730841165,2023-03-03,2023-03-09,out_for_delivery,1674 Oak Dr,Fort Worth,MO,89169
SHP-004055,ORD-004359,USPS,1Z833030287,2025-04-22,2025-04-17,in_transit,7965 Cedar Ave,Charlotte,CT,20311
SHP-004056,ORD-004360,UPS,,2023-10-18,2023-10-31,delivered,4175 Cedar Dr,Indianapolis,NJ,44485
SHP-004057,ORD-004362,USPS,1Z828884165,2024-12-11,2024-12-12,delivered,6928 Elm St,Charlotte,NV,50664
SHP-004058,ORD-004363,Amazon Logistics,1Z845253561,2024-02-21,2024-03-03,in_transit,4328 Maple Ln,San Francisco,CO,88043
SHP-004059,ORD-004364,Amazon Logistics,1Z109375428,2022-02-16,2022-02-24,delivered,8717 Oak Blvd,Columbus,NV,72643
SHP-004060,ORD-004365,FedEx,1Z898932447,2022-07-11,2022-07-21,returned,5647 Elm Dr,Jacksonville,IN,48945
SHP-004061,ORD-004366,Amazon Logistics,1Z817875228,2023-11-17,2023-11-20,out_for_delivery,4597 Maple Dr,Austin,DE,90209
SHP-004062,ORD-004367,UPS,LD775495355,2023-01-07,2023-01-12,in_transit,8559 Elm Blvd,Dallas,MO,54408
SHP-004063,ORD-004368,DHL,LD392112403,2024-02-17,2024-02-25,delivered,1617 Cedar Ln,Houston,MA,14697
SHP-004064,ORD-004369,UPS,9400562907077,2023-08-18,2023-08-23,delivered,167 Cedar Blvd,Dallas,AK,49316
SHP-004065,ORD-004370,DHL,9400615345049,2022-08-08,2022-08-10,returned,3669 Maple Ln,Charlotte,HI,72643
SHP-004066,ORD-004371,USPS,792163616069,2022-11-21,2022-11-26,in_transit,2723 Pine Dr,Fort Worth,AK,11717
SHP-004067,ORD-004373,Amazon Logistics,LD880469638,2022-03-05,2022-03-13,delivered,1500 Oak Blvd,New York,NV,89964
SHP-004068,ORD-004374,FedEx,9400241126664,2023-05-29,,delivered,7808 Main Blvd,San Francisco,HI,29437
SHP-004069,ORD-004375,USPS,1Z293818808,2022-06-05,,returned,587 Cedar Ave,San Diego,AL,32886
SHP-004070,ORD-004376,FedEx,9400452729194,2024-07-24,2024-08-04,delivered,319 Pine Blvd,Dallas,NJ,24807
SHP-004071,ORD-004377,DHL,1Z435404116,2024-02-25,2024-03-03,out_for_delivery,9819 Pine Blvd,Columbus,NE,81947
SHP-004072,ORD-004378,USPS,LD878554358,2025-04-13,2025-04-15,in_transit,3655 Oak Dr,San Diego,FL,68916
SHP-004073,ORD-004379,USPS,,2025-01-09,2025-01-17,returned,2754 Cedar Blvd,Washington,MT,63050
SHP-004074,ORD-004380,UPS,9400516467364,2023-07-28,2023-07-30,in_transit,4467 Elm Dr,Los Angeles,ME,28302
SHP-004075,ORD-004381,UPS,LD302896099,2025-04-13,2025-04-20,returned,5083 Pine Ave,Dallas,AR,98338
SHP-004076,ORD-004383,FedEx,LD563014112,2023-08-23,2023-08-31,returned,3823 Oak St,Columbus,KS,27669
SHP-004077,ORD-004384,FedEx,,2023-07-17,2023-07-19,delivered,5113 Pine Ln,Dallas,AL,83647
SHP-004078,ORD-004385,FedEx,792187393064,2023-06-05,2023-06-15,in_transit,5579 Oak St,San Jose,GA,41328
SHP-004079,ORD-004386,Amazon Logistics,792285268443,2022-07-10,2022-07-13,out_for_delivery,6869 Elm Ave,Seattle,CT,83292
SHP-004080,ORD-004387,Amazon Logistics,792374187358,2022-12-12,2022-12-24,in_transit,5516 Pine St,Indianapolis,IL,87550
SHP-004081,ORD-004388,Amazon Logistics,792644074915,2022-02-10,2022-02-20,out_for_delivery,1623 Main Ave,Houston,ME,98290
SHP-004082,ORD-004389,UPS,LD749102872,2024-08-24,,delivered,8419 Main Blvd,Seattle,FL,56302
SHP-004083,ORD-004391,UPS,792634900352,2022-05-23,2022-05-27,returned,3557 Pine Blvd,Denver,MI,52192
SHP-004084,ORD-004392,DHL,,2023-04-27,2023-05-11,out_for_delivery,9586 Pine Blvd,Indianapolis,IN,85511
SHP-004085,ORD-004394,USPS,LD332484694,2024-04-06,2024-04-18,in_transit,4273 Oak Dr,Phoenix,AK,23355
